Predicted	Measured
1.408193349838256836e+00	1.171337985992431641e+01
1.339005088806152344e+01	1.165734004974365234e+01
1.081063938140869141e+01	9.101690292358398438e+00
3.215304613113403320e+00	1.412331962585449219e+01
1.408193349838256836e+00	3.710170030593872070e+00
1.430521202087402344e+01	1.602883911132812500e+01
1.267469787597656250e+01	1.535630035400390625e+01
1.682063102722167969e+01	1.898801040649414062e+01
1.408193349838256836e+00	1.258769035339355469e+01
3.271273374557495117e+00	1.600642013549804688e+01
1.408193349838256836e+00	6.859899997711181641e+00
1.408193349838256836e+00	3.060050010681152344e+00
9.017959594726562500e+00	1.721698951721191406e+01
1.214154052734375000e+01	1.490793991088867188e+01
1.163925361633300781e+01	1.305846023559570312e+01
1.408193349838256836e+00	2.219379901885986328e+00
1.128934860229492188e+01	9.415539741516113281e+00
1.068755912780761719e+01	1.334990024566650391e+01
1.671468353271484375e+01	2.008649063110351562e+01
7.256032943725585938e+00	1.759810066223144531e+01
1.044674205780029297e+01	1.482948017120361328e+01
1.408193349838256836e+00	8.048049926757812500e+00
9.033334732055664062e+00	1.383187961578369141e+01
1.408193349838256836e+00	4.864699840545654297e+00
1.540851688385009766e+01	1.629785919189453125e+01
1.408193349838256836e+00	1.266615009307861328e+01
1.266523551940917969e+01	1.240834045410156250e+01
1.356921005249023438e+01	1.359648990631103516e+01
1.408193349838256836e+00	1.434749960899353027e+00
1.132166099548339844e+01	1.502003002166748047e+01
1.565255546569824219e+01	1.912252044677734375e+01
1.220683860778808594e+01	8.709380149841308594e+00
1.101202583312988281e+01	1.055885982513427734e+01
3.379824876785278320e+00	1.146679019927978516e+01
1.334781646728515625e+01	1.281186008453369141e+01
2.082682847976684570e+00	8.182559967041015625e+00
1.408193349838256836e+00	4.710010051727294922e+00
1.244000625610351562e+01	1.209449005126953125e+01
1.408193349838256836e+00	1.000000000000000000e+00
1.330189895629882812e+01	1.345077991485595703e+01
1.063347053527832031e+01	1.008808040618896484e+01
1.408193349838256836e+00	6.153729915618896484e+00
1.467108154296875000e+01	1.643236923217773438e+01
2.188791036605834961e+00	1.737392044067382812e+01
1.408193349838256836e+00	1.281970024108886719e+00
1.408193349838256836e+00	1.635390090942382812e+01
1.644930648803710938e+01	1.640995025634765625e+01
1.408193349838256836e+00	1.156766986846923828e+01
1.086149024963378906e+01	1.210569953918457031e+01
1.731766128540039062e+01	1.573740959167480469e+01
1.408193349838256836e+00	4.259409904479980469e+00
1.492649650573730469e+01	1.210569953918457031e+01
1.360933113098144531e+01	1.345077991485595703e+01
3.599691390991210938e+00	1.340594005584716797e+01
1.237717437744140625e+01	1.346199035644531250e+01
1.270468425750732422e+01	1.107446956634521484e+01
1.408193349838256836e+00	2.369580030441284180e+00
1.408193349838256836e+00	4.010000228881835938e+00
1.408193349838256836e+00	1.012170982360839844e+01
1.408193349838256836e+00	2.702490091323852539e+00
1.408193349838256836e+00	1.225142002105712891e+01
1.408193349838256836e+00	1.947000026702880859e+00
1.408193349838256836e+00	2.119620084762573242e+00
1.330916595458984375e+01	1.275582027435302734e+01
1.215414619445800781e+01	1.266615009307861328e+01
2.425825834274291992e+00	1.580465984344482422e+01
1.587729930877685547e+00	1.067094993591308594e+01
1.219707107543945312e+01	1.468375968933105469e+01
1.408193349838256836e+00	2.678950071334838867e+00
1.408193349838256836e+00	2.174540042877197266e+00
