Predicted	Measured
1.303029632568359375e+01	8.048049926757812500e+00
1.392995834350585938e+01	1.346199035644531250e+01
1.325876140594482422e+01	1.502003002166748047e+01
1.361521148681640625e+01	1.614093017578125000e+01
2.706446886062622070e+00	4.010000228881835938e+00
1.384158039093017578e+01	1.368616962432861328e+01
8.511531829833984375e+00	2.702490091323852539e+00
1.284303188323974609e+01	1.201603031158447266e+01
1.217098236083984375e+01	1.032347011566162109e+01
1.342256927490234375e+01	1.482948017120361328e+01
2.528564643859863281e+01	1.212812042236328125e+01
1.079410839080810547e+01	8.709380149841308594e+00
1.340780067443847656e+01	1.580465984344482422e+01
1.137342739105224609e+01	1.334990024566650391e+01
1.449215316772460938e+01	1.300242042541503906e+01
1.333420848846435547e+01	9.718190193176269531e+00
1.422840976715087891e+01	1.165734004974365234e+01
1.595717811584472656e+01	1.640995025634765625e+01
1.164808273315429688e+01	1.008808040618896484e+01
1.397339916229248047e+01	1.912252044677734375e+01
9.074021339416503906e+00	1.947000026702880859e+00
1.069044208526611328e+01	1.333868980407714844e+01
1.538372516632080078e+01	1.513212013244628906e+01
1.406949996948242188e+01	1.345077991485595703e+01
1.415586090087890625e+01	1.275582027435302734e+01
3.054312467575073242e+00	2.629630088806152344e+00
-7.665947079658508301e-02	1.126500010490417480e+00
1.541042995452880859e+01	1.912252044677734375e+01
8.026769638061523438e+00	1.490793991088867188e+01
4.967802047729492188e+00	3.710170030593872070e+00
6.613665103912353516e+00	6.153729915618896484e+00
1.132868862152099609e+01	1.899921989440917969e+01
1.385058307647705078e+01	1.281186008453369141e+01
6.014037132263183594e+00	9.101690292358398438e+00
3.122848892211914062e+01	1.625301933288574219e+01
1.408520221710205078e+01	1.457166957855224609e+01
1.197273540496826172e+01	1.055885982513427734e+01
1.213258457183837891e+01	1.209449005126953125e+01
1.521572971343994141e+01	1.604005050659179688e+01
1.269029426574707031e+01	8.182559967041015625e+00
1.503664302825927734e+01	9.415539741516113281e+00
1.227258205413818359e+01	1.383187961578369141e+01
1.697677421569824219e+01	2.230587005615234375e+01
1.581824779510498047e+01	1.345077991485595703e+01
1.462150669097900391e+01	1.210569953918457031e+01
2.987203121185302734e+00	4.864699840545654297e+00
1.711645507812500000e+01	2.008649063110351562e+01
1.207386589050292969e+01	1.244196987152099609e+01
3.721347332000732422e+00	2.219379901885986328e+00
1.429223823547363281e+01	1.670137977600097656e+01
1.380209636688232422e+01	1.759810066223144531e+01
1.490028572082519531e+01	1.361890983581542969e+01
1.534540081024169922e+01	1.714974021911621094e+01
5.057761669158935547e+00	6.859899997711181641e+00
1.199721240997314453e+01	2.231707954406738281e+01
