Predicted	Measured
1.102256870269775391e+01	1.156766986846923828e+01
1.215246868133544922e+01	9.718190193176269531e+00
1.106697559356689453e+01	1.502003002166748047e+01
1.085286521911621094e+01	8.709380149841308594e+00
1.169090843200683594e+01	1.126500010490417480e+00
1.170972824096679688e+01	1.513212013244628906e+01
1.045276260375976562e+01	1.032347011566162109e+01
1.110681533813476562e+01	1.209449005126953125e+01
1.105967235565185547e+01	1.482948017120361328e+01
1.094609546661376953e+01	4.710010051727294922e+00
1.091098499298095703e+01	7.745409965515136719e+00
1.232462692260742188e+01	1.171337985992431641e+01
1.117267704010009766e+01	1.670137977600097656e+01
1.098801422119140625e+01	1.098480033874511719e+01
1.477466964721679688e+01	8.182559967041015625e+00
1.181395626068115234e+01	1.737392044067382812e+01
1.087313461303710938e+01	2.678950071334838867e+00
1.054031372070312500e+01	1.154524993896484375e+01
1.201724529266357422e+01	1.277824020385742188e+01
1.091499900817871094e+01	4.959969997406005859e+00
1.539942073822021484e+01	2.230587005615234375e+01
1.214675426483154297e+01	1.782228088378906250e+01
1.259473800659179688e+01	1.275582027435302734e+01
1.097271728515625000e+01	1.334990024566650391e+01
1.080335426330566406e+01	1.422420024871826172e+01
1.371756172180175781e+01	1.490793991088867188e+01
1.101711463928222656e+01	1.614093017578125000e+01
1.198786735534667969e+01	1.714974021911621094e+01
1.271471023559570312e+01	1.300242042541503906e+01
1.072199249267578125e+01	1.244196987152099609e+01
1.173306941986083984e+01	1.345077991485595703e+01
1.092530059814453125e+01	6.859899997711181641e+00
1.094454288482666016e+01	1.359648990631103516e+01
1.088140201568603516e+01	1.376463031768798828e+01
1.052415561676025391e+01	9.415539741516113281e+00
1.199038314819335938e+01	1.422420024871826172e+01
1.229144763946533203e+01	1.912252044677734375e+01
1.222682762145996094e+01	1.681347084045410156e+01
1.083407497406005859e+01	1.692555999755859375e+01
1.187150764465332031e+01	4.259409904479980469e+00
1.204935169219970703e+01	1.008808040618896484e+01
1.092944812774658203e+01	1.535630035400390625e+01
1.091524887084960938e+01	2.219379901885986328e+00
1.095901679992675781e+01	1.258769035339355469e+01
1.094491386413574219e+01	1.311450958251953125e+01
1.079798412322998047e+01	1.201603031158447266e+01
1.309014415740966797e+01	1.305846023559570312e+01
1.091406345367431641e+01	1.232987976074218750e+01
1.263009071350097656e+01	1.274460983276367188e+01
1.092269420623779297e+01	1.340594005584716797e+01
1.203621482849121094e+01	9.751810073852539062e+00
1.091608619689941406e+01	1.361890983581542969e+01
1.250963306427001953e+01	1.604005050659179688e+01
1.174094486236572266e+01	1.434749960899353027e+00
1.331887245178222656e+01	1.604005050659179688e+01
1.223540210723876953e+01	1.573740959167480469e+01
1.231235313415527344e+01	1.898801040649414062e+01
1.156495189666748047e+01	1.602883911132812500e+01
1.081754589080810547e+01	1.000000000000000000e+00
1.183235836029052734e+01	1.640995025634765625e+01
1.123844909667968750e+01	1.493035984039306641e+01
1.097048473358154297e+01	2.119620084762573242e+00
1.095583057403564453e+01	1.899921989440917969e+01
1.079289436340332031e+01	2.702490091323852539e+00
1.093060874938964844e+01	1.383187961578369141e+01
1.174563980102539062e+01	1.281970024108886719e+00
1.191827774047851562e+01	1.240834045410156250e+01
1.190126228332519531e+01	1.643236923217773438e+01
1.114683437347412109e+01	1.657807922363281250e+01
1.210474586486816406e+01	1.281186008453369141e+01
1.076354408264160156e+01	9.101690292358398438e+00
1.090610980987548828e+01	4.864699840545654297e+00
1.224917411804199219e+01	1.209449005126953125e+01
1.207152748107910156e+01	1.871899962425231934e+00
1.231176757812500000e+01	1.345077991485595703e+01
1.134650421142578125e+01	1.524420022964477539e+00
1.166175842285156250e+01	1.912252044677734375e+01
1.121595764160156250e+01	1.580465984344482422e+01
1.448638248443603516e+01	1.625301933288574219e+01
1.079385280609130859e+01	6.153729915618896484e+00
1.101100540161132812e+01	1.336110973358154297e+01
1.223728752136230469e+01	1.468375968933105469e+01
1.135375881195068359e+01	1.225142002105712891e+01
1.412233448028564453e+01	1.368616962432861328e+01
1.124905967712402344e+01	1.600642013549804688e+01
1.195506954193115234e+01	1.067094993591308594e+01
1.088243007659912109e+01	1.132106971740722656e+01
1.096975898742675781e+01	1.266615009307861328e+01
1.120416355133056641e+01	1.412331962585449219e+01
1.094231700897216797e+01	3.710170030593872070e+00
1.260983085632324219e+01	1.721698951721191406e+01
1.206442070007324219e+01	9.430000305175781250e+00
1.396326065063476562e+01	1.212812042236328125e+01
1.095750617980957031e+01	1.457166957855224609e+01
1.201961708068847656e+01	1.759810066223144531e+01
1.208766078948974609e+01	1.210569953918457031e+01
1.181937599182128906e+01	2.008649063110351562e+01
1.197382164001464844e+01	1.636510014533996582e+00
1.449595832824707031e+01	1.431387042999267578e+01
1.091823959350585938e+01	2.629630088806152344e+00
1.566913795471191406e+01	1.165734004974365234e+01
1.194172000885009766e+01	1.490793991088867188e+01
1.091731166839599609e+01	3.046600103378295898e+00
1.183221340179443359e+01	2.369580030441284180e+00
1.231380367279052734e+01	1.947000026702880859e+00
1.188358783721923828e+01	1.320417976379394531e+01
1.098838806152343750e+01	1.338352012634277344e+01
1.085883522033691406e+01	1.266615009307861328e+01
1.995831298828125000e+01	4.010000228881835938e+00
1.095864486694335938e+01	1.378705024719238281e+01
1.212724590301513672e+01	1.146679019927978516e+01
1.150657081604003906e+01	8.048049926757812500e+00
1.097226524353027344e+01	1.210569953918457031e+01
1.168747425079345703e+01	1.055885982513427734e+01
1.086942481994628906e+01	1.107446956634521484e+01
1.163559818267822266e+01	1.629785919189453125e+01
1.191574859619140625e+01	2.174540042877197266e+00
1.101640319824218750e+01	1.333868980407714844e+01
1.125710964202880859e+01	2.231707954406738281e+01
1.089854717254638672e+01	9.919949531555175781e+00
1.092176532745361328e+01	3.060050010681152344e+00
1.387778854370117188e+01	1.681347084045410156e+01
1.114270877838134766e+01	1.346199035644531250e+01
1.084930038452148438e+01	1.635390090942382812e+01
1.097776603698730469e+01	1.012170982360839844e+01
1.092403411865234375e+01	1.347319030761718750e+01
